Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,WoodDeckSF,PoolArea,SalePrice
1064,RM,50,6000,Pave,,Reg,OldTown,1Fam,1Story,6,6,1925,1980,Gable,1103,SBrkr,1103,0,1103,1,0,2,1,5,Detchd,2,440,166,0,110500
1065,RL,,11000,Pave,,IR1,NAmes,1Fam,1Story,5,6,1966,1966,Gable,1154,SBrkr,1154,0,1154,1,1,3,1,6,Attchd,2,480,0,0,154000
1066,RL,80,14000,Pave,,Reg,ClearCr,1Fam,2Story,7,5,1996,1997,Gable,1306,SBrkr,1306,954,2260,2,1,3,1,7,Attchd,2,533,296,0,328000
1067,RL,59,7837,Pave,,IR1,Gilbert,1Fam,2Story,6,7,1993,1994,Gable,799,SBrkr,799,772,1571,2,1,3,1,7,Attchd,2,380,0,0,178000
1068,RL,80,9760,Pave,,Reg,NAmes,1Fam,2Story,6,6,1964,1964,Gable,780,SBrkr,798,813,1611,1,1,4,1,7,Attchd,2,442,328,0,167900
1069,RM,42,3964,Pave,,Reg,MeadowV,TwnhsE,2Story,6,4,1973,1973,Gable,942,SBrkr,1291,1230,2521,2,1,5,1,10,Attchd,2,576,728,0,151400
1070,RL,60,9600,Pave,,Reg,NAmes,1Fam,1.5Unf,5,7,1949,2003,Gable,845,SBrkr,893,0,893,1,0,2,1,4,Detchd,2,576,0,0,135000
1071,RL,72,10152,Pave,,Reg,NAmes,1Fam,1Story,5,5,1956,1956,Hip,1048,SBrkr,1048,0,1048,1,0,3,1,6,Attchd,1,286,0,0,135000
1072,RL,78,11700,Pave,,Reg,NWAmes,1Fam,2Story,6,6,1968,1968,Gable,727,SBrkr,829,727,1556,1,1,4,1,8,Attchd,2,441,0,0,154000
1073,RL,50,7585,Pave,,Reg,Edwards,1Fam,1.5Fin,5,3,1948,1950,Gable,810,FuseA,1002,454,1456,1,0,4,1,7,Detchd,1,280,0,0,91500
1074,RL,75,7950,Pave,,IR1,Edwards,1Fam,2Story,6,6,1977,1977,Hip,690,SBrkr,698,728,1426,1,1,3,1,6,Attchd,2,440,252,0,159500
1075,RL,74,8556,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,1240,SBrkr,1240,0,1240,2,0,2,1,5,Attchd,3,826,140,0,194000
1076,RL,75,13125,Pave,,Reg,Crawfor,1Fam,2Story,7,6,1940,1984,Gable,800,SBrkr,960,780,1740,1,1,3,1,6,Attchd,1,240,0,0,219500
1077,RL,60,10800,Pave,Grvl,Reg,OldTown,1Fam,1.5Fin,5,8,1936,1989,Gable,796,SBrkr,1096,370,1466,2,0,3,1,7,Attchd,2,566,436,0,170000
1078,RL,,15870,Pave,,IR1,NAmes,1Fam,1Story,5,5,1969,1969,Gable,1096,SBrkr,1096,0,1096,1,0,3,1,6,Attchd,1,299,240,0,138800
1079,RM,37,4435,Pave,,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,848,SBrkr,848,0,848,1,0,1,1,3,Attchd,2,420,140,0,155900
1080,RL,65,8775,Pave,,Reg,CollgCr,1Fam,1Story,5,5,1994,1994,Gable,990,SBrkr,990,0,990,1,0,3,1,5,Attchd,1,299,0,0,126000
1081,RL,80,11040,Pave,,Reg,NWAmes,1Fam,1Story,6,7,1971,2004,Gable,1258,SBrkr,1258,0,1258,2,0,3,1,5,Attchd,2,528,55,0,145000
1082,RL,75,7500,Pave,,Reg,Sawyer,1Fam,1Story,5,5,1963,1963,Gable,1040,SBrkr,1040,0,1040,1,1,3,1,5,Attchd,1,308,0,0,133000
1083,RL,70,8749,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,1459,SBrkr,1459,0,1459,2,0,3,1,6,Attchd,2,527,192,0,192000
1084,RL,80,8800,Pave,,Reg,NAmes,1Fam,1Story,6,6,1964,1964,Hip,1251,SBrkr,1251,0,1251,1,0,3,1,6,Attchd,1,461,0,0,160000
1085,RL,,13031,Pave,,IR2,Gilbert,1Fam,2Story,6,5,1995,1996,Gable,691,SBrkr,691,807,1498,2,1,3,1,6,Attchd,2,409,315,0,187500
1086,RL,73,9069,Pave,,Reg,SawyerW,1Fam,SFoyer,6,6,1992,1992,Gable,936,SBrkr,996,0,996,1,0,2,1,5,Attchd,2,564,120,0,147000
1087,RM,,1974,Pave,,Reg,MeadowV,TwnhsE,2Story,4,5,1973,1973,Gable,546,SBrkr,546,546,1092,1,1,3,1,6,Attchd,1,286,120,0,83500
1088,FV,85,10574,Pave,,Reg,Somerst,1Fam,2Story,8,5,2005,2006,Gable,1082,SBrkr,1082,871,1953,2,1,3,1,9,Attchd,3,1043,160,0,252000
1089,RM,24,2522,Pave,,Reg,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,970,SBrkr,970,739,1709,2,0,3,1,7,Detchd,2,380,0,0,137500
1090,FV,37,3316,Pave,Pave,IR1,Somerst,TwnhsE,1Story,8,5,2005,2005,Gable,1247,SBrkr,1247,0,1247,1,1,1,1,4,Attchd,2,550,0,0,197000
1091,RL,60,8544,Pave,,Reg,NAmes,Duplex,1Story,3,4,1950,1950,Gable,0,FuseA,1040,0,1040,2,0,2,2,6,Detchd,2,400,0,0,92900
1092,FV,24,2160,Pave,Pave,Reg,Somerst,Twnhs,2Story,7,5,1999,2000,Gable,600,SBrkr,624,628,1252,2,1,2,1,4,Detchd,2,462,0,0,160000
1093,RL,60,8400,Pave,,Reg,SWISU,1Fam,1.5Fin,6,5,1925,1950,Gable,1181,SBrkr,1390,304,1694,2,0,4,1,7,Detchd,2,576,342,0,136500
1094,RL,71,9230,Pave,,Reg,NAmes,1Fam,1Story,5,8,1965,1998,Hip,864,SBrkr,1200,0,1200,1,1,1,1,6,Detchd,2,884,0,0,146000
1095,RL,74,5868,Pave,,Reg,NAmes,1Fam,1Story,5,7,1956,2000,Gable,936,SBrkr,936,0,936,1,0,2,1,4,Attchd,1,308,0,0,129000
1096,RL,78,9317,Pave,,IR1,CollgCr,1Fam,1Story,6,5,2006,2006,Gable,1314,SBrkr,1314,0,1314,2,0,3,1,6,Attchd,2,440,0,0,176432
1097,RM,60,6882,Pave,,Reg,IDOTRR,1Fam,2Story,6,7,1914,2006,Gable,684,SBrkr,773,582,1355,1,1,3,1,7,,0,0,136,0,127000
1098,RL,,3696,Pave,,Reg,StoneBr,TwnhsE,1Story,8,5,1986,1986,Gable,1074,SBrkr,1088,0,1088,1,1,2,1,5,Attchd,2,461,0,0,170000
1099,RM,50,6000,Pave,,Reg,BrkSide,1Fam,1.5Fin,4,6,1936,1950,Gable,672,SBrkr,757,567,1324,1,0,3,1,6,Detchd,1,240,0,0,128000
1100,RL,82,11880,Pave,,IR1,NWAmes,1Fam,1Story,7,5,1978,1978,Gable,1271,SBrkr,1601,0,1601,2,0,3,1,7,Attchd,2,478,0,0,157000
1101,RL,60,8400,Pave,,Reg,SWISU,1Fam,1Story,2,5,1920,1950,Gable,290,FuseF,438,0,438,1,0,1,1,3,Detchd,1,246,0,0,60000
1102,RL,61,9758,Pave,,IR1,NAmes,1Fam,1Story,5,5,1971,1971,Gable,950,SBrkr,950,0,950,1,0,3,1,5,Detchd,1,280,0,0,119500
1103,RL,70,7000,Pave,,Reg,NAmes,1Fam,1Story,5,7,1960,2002,Gable,1010,SBrkr,1134,0,1134,1,0,2,1,6,Attchd,1,254,0,0,135000
1104,RL,79,8910,Pave,,Reg,NAmes,1Fam,1Story,6,6,1959,1959,Hip,655,SBrkr,1194,0,1194,1,0,3,1,6,BuiltIn,2,539,0,0,159500
1105,RM,24,2016,Pave,,Reg,BrDale,TwnhsE,2Story,5,5,1970,1970,Gable,630,SBrkr,630,672,1302,2,1,3,1,6,Detchd,2,440,0,0,106000
1106,RL,98,12256,Pave,,IR1,NoRidge,1Fam,2Story,8,5,1994,1995,Gable,1463,SBrkr,1500,1122,2622,2,1,3,1,9,Attchd,2,712,186,0,325000
1107,RL,114,10357,Pave,,IR1,SawyerW,1Fam,1Story,7,5,1990,1991,Hip,910,SBrkr,1442,0,1442,2,0,3,1,6,Attchd,2,719,0,0,179900
1108,RL,168,23257,Pave,,IR3,Gilbert,1Fam,2Story,7,5,2006,2006,Gable,868,SBrkr,887,1134,2021,2,1,3,1,9,BuiltIn,2,422,0,0,274725
1109,RL,,8063,Pave,,Reg,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,924,SBrkr,948,742,1690,2,1,3,1,7,Attchd,2,463,100,0,181000
1110,RL,107,11362,Pave,,IR1,NridgHt,1Fam,1Story,8,5,2004,2005,Gable,1836,SBrkr,1836,0,1836,2,0,3,1,7,Attchd,3,862,125,0,280000
1111,RL,,8000,Pave,,Reg,Gilbert,1Fam,2Story,6,5,1995,1996,Gable,773,SBrkr,773,885,1658,2,1,3,1,8,Attchd,2,431,224,0,188000
1112,RL,80,10480,Pave,,Reg,NWAmes,1Fam,2Story,7,6,1976,1976,Hip,803,SBrkr,1098,866,1964,2,1,4,1,8,Attchd,2,483,0,0,205000
1113,RL,73,7100,Pave,,IR1,NAmes,1Fam,1Story,5,7,1957,1957,Gable,816,FuseA,816,0,816,1,0,2,1,5,Detchd,1,308,0,0,129900
1114,RL,66,8923,Pave,,Reg,NAmes,1Fam,1Story,5,7,1953,2006,Gable,1008,SBrkr,1008,0,1008,1,0,2,1,6,Attchd,1,240,0,0,134500
1115,RL,90,5400,Pave,,Reg,OldTown,1Fam,1Story,5,7,1954,2000,Gable,833,SBrkr,833,0,833,1,0,2,1,4,Detchd,1,326,0,0,117000
1116,RL,93,12085,Pave,,Reg,NridgHt,1Fam,1Story,8,5,2007,2007,Hip,1734,SBrkr,1734,0,1734,2,0,3,1,7,Attchd,3,928,0,0,318000
1117,RL,,7750,Pave,,Reg,Gilbert,1Fam,SLvl,8,5,2002,2002,Hip,408,SBrkr,779,640,1419,2,1,3,1,7,BuiltIn,2,527,120,0,184100
1118,RL,57,9764,Pave,,IR1,Sawyer,1Fam,1Story,5,7,1967,2003,Gable,894,SBrkr,894,0,894,1,0,3,1,5,Attchd,2,450,0,0,130000
1119,RL,85,13825,Pave,,Reg,Sawyer,1Fam,SLvl,5,6,1958,1987,Gable,533,SBrkr,1021,580,1601,1,0,3,1,6,BuiltIn,1,300,280,0,140000
1120,RL,70,7560,Pave,,Reg,NAmes,1Fam,1Story,5,5,1959,1959,Gable,1040,FuseA,1040,0,1040,1,0,3,1,6,Attchd,1,286,140,0,133700
1121,RM,59,8263,Pave,,Reg,IDOTRR,1Fam,1Story,6,5,1920,1950,Gable,1012,FuseA,1012,0,1012,1,0,2,1,6,Detchd,1,308,0,0,118400
1122,RL,84,10084,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,1552,SBrkr,1552,0,1552,2,0,3,1,7,Attchd,3,782,144,0,212900
1123,RL,,8926,Pave,,IR1,Edwards,1Fam,1Story,4,3,1956,1956,Gable,672,FuseA,960,0,960,1,0,3,1,5,Basment,1,288,64,0,112000
1124,RL,50,9405,Pave,,Reg,Edwards,1Fam,1Story,5,9,1947,2008,Hip,698,SBrkr,698,0,698,1,0,2,1,4,,0,0,0,0,118000
1125,RL,,9125,Pave,,IR1,Gilbert,1Fam,SLvl,7,5,1992,1992,Gable,384,SBrkr,812,670,1482,2,1,3,1,7,Attchd,2,392,100,0,163900
1126,RL,60,10434,Pave,,Reg,NAmes,1Fam,1Story,4,5,1955,1955,Gable,1005,SBrkr,1005,0,1005,1,0,2,1,5,Detchd,2,672,0,0,115000
1127,RL,53,3684,Pave,,Reg,Blmngtn,TwnhsE,1Story,7,5,2007,2007,Hip,1373,SBrkr,1555,0,1555,2,0,2,1,7,Attchd,3,660,143,0,174000
1128,RL,182,14572,Pave,,IR3,Gilbert,1Fam,1Story,7,5,2004,2004,Hip,1530,SBrkr,1530,0,1530,2,0,3,1,7,Attchd,3,630,144,0,259000
1129,RL,59,11796,Pave,,IR1,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,847,SBrkr,847,1112,1959,2,1,4,1,8,BuiltIn,2,434,100,0,215000
1130,RM,60,7200,Pave,Grvl,Reg,OldTown,Duplex,SFoyer,5,5,1980,1980,Gable,936,SBrkr,936,0,936,1,0,2,1,4,Detchd,2,672,49,0,140000
1131,RL,65,7804,Pave,,Reg,SWISU,1Fam,1.5Fin,4,3,1928,1950,Gable,1122,SBrkr,1328,653,1981,2,0,4,1,7,Detchd,2,576,431,0,135000
1132,RL,63,10712,Pave,,Reg,Mitchel,1Fam,1Story,5,5,1991,1992,Gable,974,SBrkr,974,0,974,1,0,3,1,5,,0,0,0,0,93500
1133,RM,90,9900,Pave,,Reg,OldTown,1Fam,2Story,6,4,1880,1950,Gable,1008,SBrkr,1178,1032,2210,2,0,5,1,8,Detchd,1,205,0,0,117500
1134,RL,80,9828,Pave,,IR1,SawyerW,1Fam,2Story,8,5,1995,1995,Gable,1128,SBrkr,1142,878,2020,2,1,3,1,8,Attchd,2,466,0,0,239500
1135,RL,57,8773,Pave,,IR1,Gilbert,1Fam,2Story,6,5,1997,1997,Gable,916,SBrkr,916,684,1600,2,1,3,1,7,Attchd,2,460,100,0,169000
1136,RM,60,6180,Pave,,Reg,BrkSide,1Fam,1Story,6,5,1926,1950,Gable,960,SBrkr,986,0,986,1,0,2,1,5,Detchd,1,180,0,0,102000
1137,RL,80,9600,Pave,,Reg,NAmes,1Fam,1.5Fin,6,5,1950,1950,Gable,1032,FuseA,1032,220,1252,1,0,3,1,6,Attchd,1,288,0,0,119000
1138,RL,54,6342,Pave,,Reg,Sawyer,1Fam,1.5Fin,5,8,1875,1996,Gable,780,SBrkr,780,240,1020,1,0,2,1,6,,0,0,0,0,94000
1139,RL,,9819,Pave,,IR1,Mitchel,1Fam,1Story,6,5,1977,1977,Gable,1567,SBrkr,1567,0,1567,2,0,2,1,5,Attchd,2,714,264,0,196000
1140,RL,98,8731,Pave,,IR1,BrkSide,1Fam,1Story,5,5,1920,1950,Gable,915,SBrkr,1167,0,1167,1,0,3,1,6,Detchd,2,495,0,0,144000
1141,RL,60,7350,Pave,,Reg,NAmes,1Fam,1Story,5,7,1951,1951,Gable,952,SBrkr,952,0,952,1,0,2,1,4,Detchd,2,840,0,0,139000
1142,RL,,10304,Pave,,IR1,NWAmes,1Fam,2Story,5,7,1976,1976,Gable,780,SBrkr,1088,780,1868,2,1,4,1,9,Attchd,2,484,448,0,197500
1143,RL,77,9965,Pave,,Reg,CollgCr,1Fam,2Story,8,5,2006,2007,Hip,1466,SBrkr,1466,1362,2828,3,0,4,1,11,BuiltIn,3,1052,125,0,424870
1144,RL,,9000,Pave,,Reg,Sawyer,1Fam,1Story,5,3,1959,1959,Gable,1006,SBrkr,1006,0,1006,1,0,3,1,5,,0,0,0,0,80000
1145,RL,60,12180,Pave,,Reg,Edwards,2fmCon,1.5Fin,4,4,1941,1950,Gable,672,FuseA,672,252,924,1,0,2,1,5,Detchd,1,280,0,0,80000
1146,RM,52,6240,Pave,,Reg,BrkSide,1Fam,1.5Fin,5,6,1928,1950,Gable,1042,SBrkr,1042,534,1576,1,0,3,1,8,Detchd,1,225,0,0,149000
1147,RL,,11200,Pave,,Reg,SawyerW,1Fam,1Story,6,5,1985,1985,Gable,1298,SBrkr,1298,0,1298,2,0,3,1,5,Attchd,2,403,165,0,180000
1148,RL,75,12000,Pave,,Reg,Crawfor,1Fam,2Story,7,7,1941,1950,Gable,704,SBrkr,860,704,1564,1,1,3,1,7,Attchd,1,234,0,0,174500
1149,RM,,5700,Pave,,Reg,OldTown,1Fam,1.5Fin,7,7,1926,1950,Gable,572,SBrkr,572,539,1111,1,0,2,1,5,Detchd,1,288,0,0,116900
1150,RM,50,9000,Pave,,Reg,OldTown,1Fam,2Story,7,9,1920,1988,Hip,650,SBrkr,832,650,1482,1,0,3,1,7,Detchd,2,324,0,0,143000
1151,RL,57,8280,Pave,,IR1,NAmes,1Fam,1Story,6,5,1950,1950,Gable,932,FuseA,932,0,932,1,0,2,1,4,Attchd,1,306,0,0,124000
1152,RL,134,17755,Pave,,Reg,Edwards,1Fam,1Story,5,4,1959,1959,Gable,1466,SBrkr,1466,0,1466,1,1,3,1,6,Attchd,2,528,0,0,149900
1153,RL,90,14115,Pave,,IR1,Crawfor,1Fam,1Story,6,7,1956,2004,Gable,1073,SBrkr,1811,0,1811,1,0,2,1,6,Attchd,2,470,0,0,230000
1154,RM,,5890,Pave,,Reg,IDOTRR,1Fam,1Story,6,8,1930,2007,Gable,816,SBrkr,816,0,816,1,0,2,1,5,Detchd,1,432,0,0,120500
1155,RL,,13700,Pave,,IR1,NAmes,1Fam,2Story,7,6,1965,1988,Gable,864,SBrkr,902,918,1820,1,2,4,1,8,Attchd,2,492,60,0,201800
1156,RL,90,10768,Pave,,IR1,Veenker,1Fam,1Story,5,8,1976,2004,Gable,1437,SBrkr,1437,0,1437,2,0,3,1,6,Attchd,2,528,0,0,218000
1157,RL,85,9350,Pave,,Reg,NAmes,1Fam,SLvl,5,8,1965,1999,Gable,1219,SBrkr,1265,0,1265,2,0,3,1,6,Attchd,2,502,0,0,179900
1158,RL,34,5001,Pave,,IR1,NridgHt,Twnhs,1Story,7,5,2007,2008,Gable,1314,SBrkr,1314,0,1314,2,0,2,1,6,Attchd,2,626,172,0,230000
1159,RL,92,11932,Pave,,Reg,Somerst,1Fam,1Story,8,5,2007,2008,Gable,1580,SBrkr,1580,0,1580,2,0,3,1,7,Attchd,3,830,0,0,235128
1160,RL,76,9120,Pave,,Reg,NWAmes,1Fam,2Story,6,6,1974,1974,Hip,901,SBrkr,943,933,1876,2,1,4,1,8,Attchd,2,540,0,0,185000
1161,RL,24,2280,Pave,,Reg,NPkVill,Twnhs,2Story,6,5,1978,1978,Gable,855,SBrkr,855,601,1456,2,1,3,1,7,Attchd,2,440,26,0,146000
1162,RL,,14778,Pave,,IR1,Crawfor,1Fam,1Story,6,7,1954,2006,Hip,1296,SBrkr,1640,0,1640,1,0,3,1,7,Detchd,2,924,108,0,224000
1163,RL,109,8724,Pave,,Reg,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,894,SBrkr,894,0,894,1,0,3,1,5,Attchd,2,450,0,0,129000
1164,RL,60,12900,Pave,,Reg,Sawyer,Duplex,SFoyer,4,4,1969,1969,Gable,1198,SBrkr,1258,0,1258,0,2,0,2,6,CarPort,2,400,120,0,108959
1165,RL,,16157,Pave,,IR1,Veenker,1Fam,SLvl,5,7,1978,1978,Gable,1360,SBrkr,1432,0,1432,1,1,2,1,5,Attchd,2,588,168,0,194000
1166,RL,79,9541,Pave,,IR1,NridgHt,1Fam,1Story,7,5,2009,2009,Gable,1502,SBrkr,1502,0,1502,2,0,3,1,7,Attchd,2,644,0,0,233170
1167,RL,64,10475,Pave,,IR1,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,1694,SBrkr,1694,0,1694,2,0,3,1,7,Attchd,3,776,160,0,245350
1168,RL,58,10852,Pave,,IR1,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,959,SBrkr,959,712,1671,2,1,3,1,7,Attchd,2,472,0,0,173000
1169,RL,120,13728,Pave,,Reg,Edwards,1Fam,2Story,6,7,1935,1986,Hip,1127,SBrkr,1236,872,2108,2,0,4,1,7,Basment,2,540,0,0,235000
1170,RL,118,35760,Pave,,IR1,NoRidge,1Fam,2Story,10,5,1995,1996,Hip,1930,SBrkr,1831,1796,3627,3,1,4,1,10,Attchd,3,807,361,0,625000
1171,RL,76,9880,Pave,,Reg,Mitchel,1Fam,SLvl,6,6,1977,1977,Gable,1096,SBrkr,1118,0,1118,1,0,3,1,6,Attchd,1,358,203,576,171000
1172,RL,76,9120,Pave,,Reg,NAmes,1Fam,1Story,6,6,1958,1958,Hip,1261,SBrkr,1261,0,1261,1,0,3,1,6,Attchd,2,433,0,0,163000
1173,FV,35,4017,Pave,Pave,IR1,Somerst,TwnhsE,2Story,7,5,2006,2007,Gable,625,SBrkr,625,625,1250,2,1,2,1,5,Detchd,2,625,0,0,171900
1174,RL,138,18030,Pave,,IR1,ClearCr,1Fam,1.5Fin,5,6,1946,1994,Gable,1598,SBrkr,1636,971,3086,3,0,3,1,12,,0,0,122,0,200500
1175,RL,80,16560,Pave,,IR1,Crawfor,1Fam,2Story,6,8,1932,1950,Gable,952,SBrkr,1170,1175,2345,2,1,4,1,9,Detchd,2,360,0,0,239000
1176,RL,85,10678,Pave,,Reg,NoRidge,1Fam,1.5Fin,8,5,1992,2000,Hip,1683,SBrkr,2129,743,2872,2,1,4,1,9,Attchd,2,541,0,0,285000
1177,RL,37,6951,Pave,,IR1,Mitchel,1Fam,1Story,5,5,1984,1985,Gable,876,SBrkr,923,0,923,1,0,3,1,5,Attchd,1,264,362,0,119500
1178,RM,,3950,Pave,Grvl,Reg,OldTown,1Fam,1.5Fin,6,8,1926,2004,Gable,818,SBrkr,818,406,1224,1,0,3,1,5,Detchd,1,210,0,0,115000
1179,RL,54,7681,Pave,,IR1,Crawfor,1Fam,1.5Fin,5,6,1921,1950,Gable,731,SBrkr,820,523,1343,1,1,3,1,7,Detchd,1,186,192,0,154900
1180,RL,77,8335,Pave,,Reg,Edwards,1Fam,1Story,5,5,1954,1954,Gable,0,SBrkr,1124,0,1124,1,0,3,1,5,,0,0,0,0,93000
1181,RL,,11170,Pave,,IR2,Timber,1Fam,2Story,7,5,1990,1991,Gable,1216,SBrkr,1298,1216,2514,2,1,4,1,8,Attchd,2,693,0,0,250000
1182,RM,64,5587,Pave,,IR1,Crawfor,TwnhsE,1Story,8,5,2008,2008,Hip,1600,SBrkr,1652,0,1652,2,0,2,1,5,Attchd,2,482,162,0,392500
1183,RL,160,15623,Pave,,IR1,NoRidge,1Fam,2Story,10,5,1996,1996,Hip,2396,SBrkr,2411,2065,4476,3,1,4,1,10,Attchd,3,813,171,555,745000
1184,RL,60,10800,Pave,Grvl,Reg,OldTown,1Fam,1Story,5,6,1920,1950,Hip,1120,SBrkr,1130,0,1130,1,0,2,1,5,Detchd,2,720,229,0,120000
1185,RL,50,35133,Grvl,,Reg,Timber,1Fam,1Story,5,4,1963,1963,Hip,1572,SBrkr,1572,0,1572,1,1,3,1,5,2Types,3,995,0,0,186700
1186,RL,60,9738,Pave,,Reg,Edwards,1Fam,1.5Fin,5,7,1924,1950,Gable,784,SBrkr,949,272,1221,1,0,4,1,7,Attchd,1,392,0,0,104900
1187,RL,107,10615,Pave,,IR1,OldTown,2fmCon,2Story,3,5,1900,1970,Gable,978,SBrkr,1014,685,1699,2,0,3,2,7,CarPort,2,420,0,0,95000
1188,RL,89,12461,Pave,,Reg,NoRidge,1Fam,1Story,8,5,1994,1995,Gable,1624,SBrkr,1624,0,1624,2,0,2,1,5,Attchd,3,757,0,0,262000
1189,RL,68,8935,Pave,,IR1,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,831,SBrkr,831,829,1660,2,1,3,1,7,Attchd,2,493,144,0,195000
1190,RL,60,7500,Pave,,Reg,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,994,SBrkr,1028,776,1804,2,1,3,1,7,Attchd,2,442,140,0,189000
1191,RL,,32463,Pave,,Reg,Mitchel,2fmCon,1Story,4,4,1961,1975,Gable,1249,SBrkr,1622,0,1622,1,0,3,1,7,2Types,4,1356,439,0,168000
1192,FV,24,2645,Pave,Pave,Reg,Somerst,Twnhs,2Story,8,5,1999,2000,Gable,776,SBrkr,764,677,1441,2,1,2,1,5,Detchd,2,492,206,0,174000
1193,RM,60,9600,Pave,Grvl,Reg,OldTown,1Fam,1.5Fin,5,8,1925,1994,Gambrel,702,SBrkr,842,630,1472,1,0,3,1,6,Detchd,1,250,0,0,125000
1194,RM,,4500,Pave,,Reg,Mitchel,TwnhsE,1Story,6,5,1999,1999,Hip,1224,SBrkr,1224,0,1224,2,0,2,1,5,Attchd,2,402,0,0,165000
1195,RL,80,9364,Pave,,Reg,Sawyer,1Fam,2Story,6,7,1969,1969,Gable,663,SBrkr,663,689,1352,1,1,4,1,7,Attchd,1,299,379,0,158000
1196,RL,51,8029,Pave,,IR1,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,728,SBrkr,728,728,1456,2,1,3,1,8,Attchd,2,400,100,0,176000
1197,RL,58,14054,Pave,,IR1,Gilbert,1Fam,2Story,7,5,2006,2006,Gable,879,SBrkr,879,984,1863,2,1,4,1,9,BuiltIn,3,660,100,0,219210
1198,RM,65,8850,Pave,,IR1,OldTown,1Fam,2.5Unf,7,6,1916,1950,Gable,815,SBrkr,815,875,1690,1,0,3,1,7,Detchd,1,225,0,0,144000
1199,RL,70,9100,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2001,2001,Gable,1212,SBrkr,1212,0,1212,2,0,3,1,6,Attchd,2,573,356,0,178000
1200,RL,75,11235,Pave,,Reg,Sawyer,1Fam,1Story,4,5,1963,1979,Gable,1051,SBrkr,1382,0,1382,1,1,3,1,6,Attchd,2,459,0,0,148000
1201,RL,71,9353,Pave,,Reg,NAmes,1Fam,1Story,4,5,1970,1970,Gable,864,SBrkr,864,0,864,1,0,3,1,5,Attchd,1,280,0,0,116050
1202,RL,80,10400,Pave,,Reg,CollgCr,1Fam,2Story,7,5,1998,1998,Gable,866,SBrkr,866,913,1779,2,1,3,1,6,Attchd,2,546,198,0,197900
1203,RM,50,6000,Pave,,Reg,BrkSide,1Fam,1.5Fin,5,8,1925,1997,Gable,884,SBrkr,884,464,1348,1,0,3,1,5,Detchd,1,216,0,0,117000
1204,RL,75,9750,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2000,2001,Gable,1630,SBrkr,1630,0,1630,2,0,3,1,6,Attchd,2,451,74,0,213000
1205,RL,78,10140,Pave,,Reg,NWAmes,1Fam,1Story,5,6,1975,1975,Gable,1056,SBrkr,1074,0,1074,1,1,3,1,6,Attchd,2,495,0,0,153500
1206,RL,90,14684,Pave,,IR1,SawyerW,1Fam,1Story,7,7,1990,1991,Hip,2158,SBrkr,2196,0,2196,2,0,3,1,7,Attchd,3,701,84,0,271900
1207,RH,,8900,Pave,,Reg,SawyerW,1Fam,1Story,4,4,1966,1966,Gable,1056,SBrkr,1056,0,1056,1,0,2,1,5,Detchd,1,384,0,0,107000
1208,RL,70,9135,Pave,,Reg,CollgCr,1Fam,1Story,6,5,2003,2003,Gable,1682,SBrkr,1700,0,1700,2,0,3,1,7,Attchd,2,544,192,0,200000
1209,RL,70,7763,Pave,,Reg,NAmes,1Fam,1Story,5,7,1962,1980,Gable,931,SBrkr,1283,0,1283,1,0,3,1,6,Detchd,2,506,0,0,140000
1210,RL,85,10182,Pave,,IR1,Somerst,1Fam,1Story,8,5,2006,2006,Hip,1660,SBrkr,1660,0,1660,2,0,3,1,8,Attchd,2,500,322,0,290000
1211,RL,70,11218,Pave,,Reg,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,1055,SBrkr,1055,790,1845,2,1,3,1,8,Attchd,2,462,635,0,189000
1212,RL,152,12134,Pave,,IR1,Gilbert,1Fam,1.5Fin,8,7,1988,2005,Gable,559,SBrkr,1080,672,1752,2,0,4,1,8,Basment,2,492,325,0,164000
1213,RL,50,9340,Pave,,Reg,Edwards,1Fam,1Story,4,6,1941,1950,Hip,672,SBrkr,672,0,672,1,0,2,1,4,Attchd,1,234,0,0,113000
1214,RL,,10246,Pave,,IR1,Sawyer,1Fam,SLvl,4,9,1965,2001,Gable,648,SBrkr,960,0,960,0,0,0,1,3,Attchd,1,364,88,0,145000
